Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,Beds,Bed_Category
390153,Main Line Hospital Paoli,255 WEST LANCASTER AVENUE,Paoli,PA,19301,CHESTER,6106481000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"255 WEST LANCASTER AVENUE
PAOLI, PA
(40.042098, -75.499817)",200,Large
420036,Springs Memorial Hospital,800 W MEETING ST,Lancaster,SC,29720,LANCASTER,8032861481,Acute Care Hospitals,Proprietary,True,True,2,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"800 W MEETING ST
LANCASTER, SC
(34.716906, -80.786842)",200,Large
390076,Brandywine Hospital,201 REECEVILLE ROAD,Coatesville,PA,19320,CHESTER,6103838000,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"201 REECEVILLE ROAD
COATESVILLE, PA
(40.009586, -75.790263)",200,Large
420055,Carolinas Hospital System Marion,2829 E HWY 76,Mullins,SC,29574,MARION,8434312000,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"2829 E HWY 76
MULLINS, SC
(34.189232, -79.321945)",200,Large
420065,Bon Secours-St Francis Xavier Hospital,2095 HENRY TECKLENBURG DRIVE,Charleston,SC,29414,CHARLESTON,8434021006,Acute Care Hospitals,Voluntary non-profit - Private,True,True,5,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"2095 HENRY TECKLENBURG DRIVE
CHARLESTON, SC
(32.810854, -80.042433)",200,Large
363300,Cincinnati Children'S Hospital Medical Center,3333 BURNET AVENUE,Cincinnati,OH,45229,HAMILTON,5136363333,Childrens,Voluntary non-profit - Private,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"3333 BURNET AVENUE
CINCINNATI, OH
(39.140947, -84.500392)",100,Medium
430016,Avera Mckennan Hospital & University Health Center,1325 S CLIFF AVE  POST OFFICE BOX 5045,Sioux Falls,SD,57117,MINNEHAHA,6053228000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1325 S CLIFF AVE POST OFFICE BOX 5045
SIOUX FALLS, SD
(43.534607, -96.711304)",200,Large
370180,Chickasaw Nation Medical Center,1921 STONECIPHER BLVD,Ada,OK,74820,PONTOTOC,5804363980,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,This hospitals star rating only includes data reported on inpatient services,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1921 STONECIPHER BLVD
ADA, OK
(34.73699, -96.64721)",200,Large
370158,Purcell Municipal Hospital,1500 NORTH GREEN AVENUE,Purcell,OK,73080,MCCLAIN,4055276524,Acute Care Hospitals,Government - Local,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1500 NORTH GREEN AVENUE
PURCELL, OK
(35.028408, -97.365753)",200,Large
390026,Chestnut Hill Hospital,8835 GERMANTOWN AVE,Philadelphia,PA,19118,PHILADELPHIA,2152488200,Acute Care Hospitals,Proprietary,True,True,2,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"8835 GERMANTOWN AVE
PHILADELPHIA, PA
(40.078791, -75.212752)",200,Large
393307,St Christopher'S Hospital For Children,160 EAST ERIE AVE,Philadelphia,PA,19134,PHILADELPHIA,2154275000,Childrens,Proprietary,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"160 EAST ERIE AVE
PHILADELPHIA, PA
(40.007493, -75.125535)",100,Medium
391313,Charles Cole Memorial Hospital,1001 EAST SECOND STREET,Coudersport,PA,16915,POTTER,8142749301,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1001 EAST SECOND STREET
COUDERSPORT, PA
(41.770667, -77.979741)",30,Small
380029,Legacy Silverton Medical Center,342 FAIRVIEW STREET,Silverton,OR,97381,MARION,5038731500,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"342 FAIRVIEW STREET
SILVERTON, OR
(45.004564, -122.790746)",200,Large
370056,Comanche County Memorial Hospital,3401 WEST GORE BLVD,Lawton,OK,73505,COMANCHE,5803558620,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"3401 WEST GORE BLVD
LAWTON, OK
(34.608969, -98.434497)",200,Large
430096,Lewis And Clark Specialty Hospital,2601 FOX RUN PARKWAY,Yankton,SD,57078,YANKTON,6056655100,Acute Care Hospitals,Physician,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"2601 FOX RUN PARKWAY
YANKTON, SD
(42.904944, -97.399989)",200,Large
390116,Suburban Community Hospital,2701 DEKALB PIKE,Norristown,PA,19401,MONTGOMERY,2152782000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"2701 DEKALB PIKE
NORRISTOWN, PA
(40.138961, -75.315289)",200,Large
390137,Wilkes-Barre General Hospital,575 NORTH RIVER STREET,Wilkes-Barre,PA,18764,LUZERNE,5708298111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,"575 NORTH RIVER STREET
WILKES-BARRE, PA
(41.258261, -75.868165)",200,Large
